frameid,trackerid,x_center,y_center,width,height
76,19,277.5,15.0,19.0,22.0
76,20,540.0,21.5,18.0,31.0
76,21,372.5,441.5,19.0,21.0
76,22,557.0,45.5,20.0,29.0
76,23,109.0,276.0,24.0,26.0
76,24,402.0,539.5,38.0,43.0
76,25,213.5,274.0,23.0,18.0
76,26,20.5,201.0,25.0,26.0
76,27,195.0,584.0,22.0,28.0
76,28,81.5,67.5,35.0,31.0
76,29,537.0,173.0,18.0,22.0
76,30,255.5,221.0,17.0,22.0
76,31,382.0,138.0,26.0,32.0
76,32,261.5,99.0,17.0,24.0
76,33,377.0,294.0,18.0,20.0
76,34,133.0,608.5,22.0,31.0
76,35,274.5,106.0,27.0,22.0
76,36,611.5,67.5,17.0,27.0
76,37,516.5,316.0,23.0,30.0
76,38,414.0,547.5,20.0,25.0
76,39,566.0,123.0,16.0,24.0
76,40,274.5,158.0,21.0,30.0
76,41,51.0,398.0,24.0,32.0
76,42,79.5,202.5,21.0,27.0
76,43,553.5,146.0,19.0,24.0
76,44,154.5,323.0,23.0,30.0
76,45,287.0,63.5,20.0,27.0
76,46,412.5,415.0,23.0,26.0
76,47,124.0,567.5,18.0,29.0
76,48,559.0,197.5,22.0,25.0
76,49,247.0,347.5,18.0,23.0
76,50,246.5,291.5,19.0,25.0
76,51,259.5,192.5,19.0,19.0
76,52,438.0,559.5,20.0,21.0
76,53,244.5,272.0,23.0,26.0
76,54,269.0,331.0,18.0,24.0
76,55,430.0,407.5,26.0,29.0
76,56,448.0,578.0,22.0,28.0
76,57,597.0,417.5,26.0,31.0
76,58,47.0,166.5,22.0,29.0
76,59,138.5,635.0,21.0,10.0
77,0,347.5,440.5,81.0,97.0
77,1,235.5,177.0,55.0,56.0
77,2,364.5,418.0,19.0,22.0
77,3,234.5,514.5,25.0,31.0
77,4,343.0,360.0,22.0,34.0
77,5,311.0,199.5,22.0,23.0
77,6,550.0,478.0,20.0,20.0
77,7,483.0,224.0,18.0,24.0
77,8,356.0,311.5,24.0,25.0
77,9,234.5,169.5,21.0,23.0
77,10,88.5,69.0,43.0,44.0
77,11,249.0,131.5,24.0,31.0
77,12,318.0,419.0,22.0,30.0
77,13,208.5,211.5,31.0,33.0
77,14,260.5,368.0,21.0,22.0
77,15,418.5,110.0,21.0,28.0
77,16,277.5,15.0,19.0,22.0
77,17,433.5,81.0,27.0,30.0
77,18,101.0,248.0,20.0,26.0
77,19,396.5,189.0,21.0,30.0
77,20,557.5,45.5,21.0,29.0
77,21,110.0,276.0,24.0,26.0
77,22,372.5,441.5,19.0,21.0
77,23,540.0,22.0,18.0,30.0
77,24,402.0,540.5,38.0,43.0
77,25,213.5,274.0,23.0,18.0
77,26,50.5,398.5,25.0,33.0
77,27,195.0,584.0,22.0,28.0
77,28,20.5,201.0,25.0,26.0
77,29,81.5,68.0,35.0,32.0
77,30,537.0,173.0,18.0,22.0
77,31,261.5,99.0,17.0,24.0
77,32,382.0,138.5,26.0,33.0
77,33,255.5,221.5,17.0,21.0
77,34,133.0,608.5,22.0,31.0
77,35,377.0,294.0,18.0,20.0
77,36,611.5,67.0,17.0,28.0
77,37,516.5,315.5,23.0,29.0
77,38,274.5,106.0,27.0,22.0
77,39,566.0,123.0,16.0,24.0
77,40,275.0,157.5,20.0,29.0
77,41,413.5,547.5,19.0,25.0
77,42,553.5,146.0,19.0,24.0
77,43,154.5,323.0,23.0,30.0
77,44,412.5,415.5,23.0,25.0
77,45,287.5,63.5,21.0,27.0
77,46,124.0,567.5,18.0,29.0
77,47,79.5,202.5,21.0,27.0
77,48,247.0,347.5,18.0,23.0
77,49,438.0,559.5,20.0,21.0
77,50,558.5,198.0,21.0,24.0
77,51,246.5,292.0,19.0,26.0
77,52,259.5,192.5,19.0,19.0
77,53,244.5,272.0,23.0,28.0
77,54,429.5,410.0,25.0,28.0
77,55,46.0,164.0,22.0,28.0
77,56,597.5,416.5,27.0,31.0
77,57,269.0,333.0,18.0,22.0
77,58,447.0,577.0,22.0,26.0
77,59,138.5,635.0,21.0,10.0
78,0,347.5,440.5,81.0,97.0
78,1,235.0,177.0,54.0,56.0
78,2,364.5,418.0,19.0,22.0
78,3,311.0,199.0,22.0,22.0
78,4,343.0,360.0,22.0,34.0
78,5,234.5,514.5,25.0,31.0
78,6,549.5,478.0,19.0,20.0
78,7,483.0,224.0,18.0,24.0
78,8,356.0,311.5,24.0,25.0
78,9,234.5,169.0,21.0,24.0
78,10,88.5,69.0,43.0,44.0
78,11,418.5,110.0,21.0,28.0
78,12,318.0,419.0,22.0,30.0
78,13,208.0,211.5,32.0,33.0
78,14,249.0,131.5,24.0,31.0
78,15,434.0,81.0,28.0,30.0
78,16,277.5,15.0,19.0,22.0
78,17,396.5,188.5,21.0,31.0
78,18,109.5,276.0,23.0,26.0
78,19,557.5,45.5,21.0,29.0
78,20,402.0,540.5,38.0,43.0
78,21,372.5,441.5,19.0,21.0
78,22,101.0,248.0,20.0,26.0
78,23,540.0,22.0,18.0,30.0
78,24,260.5,367.5,21.0,21.0
78,25,213.5,274.0,23.0,18.0
78,26,195.0,584.0,22.0,28.0
78,27,261.5,98.5,17.0,23.0
78,28,20.5,201.0,25.0,26.0
78,29,537.0,172.5,18.0,23.0
78,30,81.5,68.0,35.0,32.0
78,31,382.0,138.0,26.0,32.0
78,32,377.0,294.0,18.0,20.0
78,33,516.5,316.5,23.0,29.0
78,34,51.0,398.5,26.0,33.0
78,35,133.0,608.5,22.0,31.0
78,36,274.5,106.0,27.0,22.0
78,37,611.5,67.0,17.0,28.0
78,38,274.5,158.5,21.0,29.0
78,39,154.0,323.0,24.0,30.0
78,40,566.0,123.0,16.0,24.0
78,41,256.0,221.0,18.0,22.0
78,42,413.5,547.5,19.0,25.0
78,43,553.5,146.5,19.0,23.0
78,44,286.5,63.5,21.0,27.0
78,45,412.5,415.5,23.0,25.0
78,46,124.0,568.0,18.0,30.0
78,47,438.0,559.5,20.0,23.0
78,48,247.0,347.5,18.0,23.0
78,49,80.0,202.5,20.0,27.0
78,50,559.5,199.0,21.0,24.0
78,51,247.0,292.5,20.0,25.0
78,52,259.5,193.0,19.0,20.0
78,53,244.5,272.5,23.0,27.0
78,54,596.5,416.5,27.0,31.0
78,55,214.0,283.5,22.0,19.0
78,56,269.0,336.0,18.0,22.0
78,57,428.0,409.5,24.0,27.0
78,58,44.5,163.0,23.0,28.0
78,59,446.5,578.0,21.0,26.0
78,60,604.5,335.5,17.0,25.0
78,61,138.5,635.0,21.0,10.0
78,62,597.5,458.5,19.0,27.0
78,63,280.5,574.0,21.0,26.0
79,0,347.5,440.5,81.0,97.0
79,1,235.0,177.0,54.0,56.0
79,2,364.5,418.0,19.0,22.0
79,3,311.0,199.5,22.0,23.0
79,4,343.0,360.0,22.0,34.0
79,5,235.0,514.5,24.0,31.0
79,6,483.0,224.0,18.0,24.0
79,7,356.0,311.5,24.0,25.0
79,8,550.0,478.0,20.0,20.0
79,9,234.5,169.0,21.0,24.0
79,10,418.5,110.0,21.0,28.0
79,11,88.5,69.0,43.0,44.0
79,12,208.0,211.5,32.0,33.0
79,13,249.0,131.5,24.0,31.0
79,14,318.0,419.0,22.0,30.0
79,15,434.0,81.0,28.0,30.0
79,16,277.5,15.0,19.0,22.0
79,17,109.0,276.0,24.0,26.0
79,18,557.5,45.5,21.0,29.0
79,19,540.0,21.5,18.0,31.0
79,20,372.5,441.5,19.0,21.0
79,21,195.0,584.0,22.0,28.0
79,22,396.5,188.5,21.0,31.0
79,23,402.0,540.5,38.0,43.0
79,24,260.5,367.5,21.0,21.0
79,25,101.0,248.0,20.0,26.0
79,26,213.5,274.0,23.0,18.0
79,27,51.0,399.5,26.0,33.0
79,28,382.0,138.0,26.0,32.0
79,29,81.5,67.5,35.0,31.0
79,30,537.0,172.5,18.0,23.0
79,31,261.5,99.0,17.0,24.0
79,32,377.0,294.0,18.0,20.0
79,33,275.0,106.0,26.0,22.0
79,34,133.0,608.5,22.0,31.0
79,35,611.5,67.0,17.0,28.0
79,36,21.0,201.0,26.0,26.0
79,37,516.5,316.0,23.0,30.0
79,38,154.0,323.0,24.0,30.0
79,39,286.5,63.5,21.0,27.0
79,40,255.0,221.5,18.0,23.0
79,41,274.5,159.0,21.0,30.0
79,42,566.0,123.0,16.0,24.0
79,43,553.5,146.0,19.0,24.0
79,44,413.5,547.5,19.0,25.0
79,45,124.0,567.5,18.0,29.0
79,46,247.0,347.5,18.0,23.0
79,47,214.5,284.0,23.0,20.0
79,48,412.5,415.0,23.0,26.0
79,49,437.0,558.5,20.0,21.0
79,50,246.5,292.0,19.0,26.0
79,51,558.5,199.0,21.0,24.0
79,52,259.5,193.5,19.0,19.0
79,53,271.5,336.5,19.0,23.0
79,54,80.5,202.0,21.0,28.0
79,55,596.5,416.0,27.0,30.0
79,56,426.0,409.0,24.0,28.0
79,57,244.0,272.5,22.0,27.0
79,58,445.0,580.0,22.0,28.0
79,59,598.5,460.5,17.0,25.0
79,60,44.0,161.5,22.0,29.0
79,61,278.0,576.5,20.0,25.0
79,62,138.5,635.0,21.0,10.0
80,0,347.5,440.5,81.0,97.0
80,1,235.0,177.0,54.0,56.0
80,2,364.5,418.0,19.0,22.0
80,3,311.0,199.5,22.0,23.0
80,4,343.0,360.0,22.0,34.0
80,5,234.5,514.0,25.0,30.0
80,6,483.0,224.0,18.0,24.0
80,7,356.0,311.5,24.0,25.0
80,8,234.5,170.0,21.0,24.0
80,9,550.0,478.0,20.0,20.0
80,10,418.5,110.0,21.0,28.0
80,11,88.5,69.0,43.0,44.0
80,12,249.0,131.5,24.0,31.0
80,13,208.5,211.5,31.0,33.0
80,14,434.0,81.0,28.0,30.0
80,15,277.5,15.0,19.0,22.0
80,16,318.0,419.0,22.0,30.0
80,17,109.0,276.0,24.0,26.0
80,18,101.0,248.0,20.0,26.0
80,19,402.0,540.5,38.0,43.0
80,20,557.5,45.5,21.0,29.0
80,21,540.0,22.0,18.0,30.0
80,22,372.5,441.5,19.0,21.0
80,23,396.5,188.5,21.0,31.0
80,24,195.0,584.0,22.0,28.0
80,25,260.5,367.5,21.0,21.0
80,26,382.0,138.0,26.0,32.0
80,27,81.5,67.5,35.0,31.0
80,28,213.5,274.0,23.0,18.0
80,29,537.0,172.5,18.0,23.0
80,30,51.0,399.0,26.0,32.0
80,31,261.5,99.0,17.0,24.0
80,32,377.0,294.0,18.0,20.0
80,33,133.0,608.5,22.0,31.0
80,34,21.0,201.0,26.0,26.0
80,35,611.5,67.0,17.0,28.0
80,36,517.0,316.0,24.0,30.0
80,37,275.0,106.0,26.0,22.0
80,38,154.0,323.0,24.0,30.0
80,39,287.0,63.0,20.0,26.0
80,40,566.0,123.0,16.0,24.0
80,41,274.5,159.0,21.0,30.0
80,42,553.5,146.0,19.0,24.0
80,43,255.0,221.5,18.0,23.0
80,44,124.0,567.5,18.0,29.0
80,45,413.5,547.5,19.0,25.0
80,46,247.0,347.5,18.0,23.0
80,47,437.5,558.5,19.0,21.0
80,48,246.5,292.0,19.0,26.0
80,49,559.0,199.0,20.0,24.0
80,50,412.0,415.5,22.0,25.0
80,51,80.5,202.0,21.0,28.0
80,52,259.0,193.5,18.0,19.0
80,53,597.0,417.0,26.0,30.0
80,54,273.5,335.5,19.0,23.0
80,55,214.0,283.5,22.0,19.0
80,56,243.5,272.0,23.0,26.0
80,57,424.0,408.5,24.0,27.0
80,58,602.5,464.0,17.0,26.0
80,59,444.5,584.5,21.0,27.0
80,60,44.5,159.0,21.0,28.0
80,61,276.5,576.0,19.0,26.0
80,62,138.5,635.0,21.0,10.0
80,63,603.5,337.5,15.0,25.0
81,0,235.5,177.5,55.0,55.0
81,1,364.5,418.0,19.0,22.0
81,2,347.5,440.5,79.0,97.0
81,3,311.0,198.0,22.0,20.0
81,4,358.0,313.0,24.0,26.0
81,5,104.0,248.0,20.0,26.0
81,6,88.5,70.0,35.0,32.0
81,7,256.0,131.0,24.0,30.0
81,8,235.5,511.5,25.0,31.0
81,9,411.5,416.5,23.0,25.0
81,10,438.0,84.0,28.0,30.0
81,11,213.0,210.5,32.0,33.0
81,12,80.5,204.0,21.0,28.0
81,13,373.0,441.5,18.0,21.0
81,14,343.0,360.0,22.0,34.0
81,15,167.0,323.0,24.0,30.0
81,16,275.0,106.0,26.0,22.0
81,17,401.5,540.0,37.0,42.0
81,18,378.0,295.0,18.0,20.0
81,19,137.5,612.5,21.0,29.0
81,20,404.5,193.5,21.0,31.0
81,21,541.5,21.0,19.0,32.0
81,22,214.0,274.0,24.0,18.0
81,23,234.5,169.0,21.0,24.0
81,24,274.0,161.0,20.0,30.0
81,25,468.0,539.0,18.0,28.0
81,26,117.0,276.0,24.0,26.0
81,27,605.5,419.0,27.0,30.0
81,28,56.5,401.0,23.0,32.0
81,29,388.5,141.5,25.0,23.0
81,30,20.0,201.5,26.0,27.0
81,31,89.5,69.5,43.0,45.0
81,32,420.0,107.5,22.0,27.0
81,33,343.0,73.5,24.0,27.0
81,34,249.5,269.5,23.0,27.0
81,35,278.5,15.0,19.0,24.0
81,36,263.0,198.5,20.0,19.0
81,37,255.0,222.0,18.0,22.0
81,38,558.0,142.0,18.0,24.0
81,39,132.0,564.0,18.0,30.0
81,40,252.5,294.5,19.0,23.0
81,41,262.0,94.0,16.0,22.0
81,42,488.0,222.5,20.0,25.0
81,43,548.5,477.0,19.0,20.0
81,44,319.0,415.5,22.0,31.0
81,45,559.5,47.5,21.0,29.0
81,46,253.0,342.0,18.0,24.0
81,47,537.0,188.5,26.0,21.0
81,48,201.0,584.0,22.0,28.0
81,49,616.0,73.0,20.0,28.0
81,50,407.5,542.0,23.0,26.0
81,51,81.5,115.5,21.0,33.0
81,52,420.5,546.5,19.0,21.0
81,53,566.0,129.5,16.0,23.0
81,54,596.5,183.0,25.0,26.0
81,55,258.0,366.0,20.0,22.0
81,56,549.0,339.0,22.0,22.0
81,57,603.0,302.5,22.0,25.0
81,58,193.5,629.5,19.0,21.0
81,59,605.5,171.0,21.0,26.0
81,60,591.0,254.5,20.0,23.0
81,61,530.5,430.0,21.0,30.0
81,62,233.5,389.5,27.0,31.0
81,63,322.0,439.5,24.0,27.0
82,0,347.5,440.5,81.0,97.0
82,1,235.0,177.0,54.0,54.0
82,2,364.5,418.0,19.0,22.0
82,3,343.0,360.0,22.0,34.0
82,4,234.5,514.5,25.0,31.0
82,5,483.0,224.5,18.0,25.0
82,6,356.0,311.5,24.0,25.0
82,7,311.0,199.5,22.0,23.0
82,8,418.5,110.0,21.0,28.0
82,9,234.5,169.0,21.0,24.0
82,10,101.0,248.0,20.0,26.0
82,11,550.0,477.5,20.0,21.0
82,12,110.0,276.0,24.0,26.0
82,13,372.5,441.5,19.0,21.0
82,14,249.5,132.5,25.0,31.0
82,15,382.0,138.0,26.0,32.0
82,16,434.0,80.5,28.0,31.0
82,17,87.5,68.0,43.0,44.0
82,18,318.0,418.5,22.0,31.0
82,19,208.5,211.5,31.0,33.0
82,20,540.0,22.0,18.0,30.0
82,21,277.5,15.0,19.0,22.0
82,22,81.5,67.5,35.0,31.0
82,23,557.0,45.5,20.0,29.0
82,24,396.0,189.0,20.0,30.0
82,25,195.0,584.0,22.0,28.0
82,26,403.0,540.5,38.0,43.0
82,27,213.5,274.0,23.0,18.0
82,28,260.5,367.0,21.0,22.0
82,29,261.5,98.5,17.0,23.0
82,30,20.5,201.5,25.0,27.0
82,31,50.5,399.5,25.0,33.0
82,32,274.5,106.0,27.0,22.0
82,33,132.5,609.0,21.0,30.0
82,34,536.5,172.0,19.0,22.0
82,35,611.5,67.0,19.0,28.0
82,36,517.0,316.5,24.0,29.0
82,37,377.0,294.0,18.0,20.0
82,38,565.5,122.5,17.0,25.0
82,39,154.5,323.0,23.0,30.0
82,40,553.5,146.0,19.0,24.0
82,41,274.5,159.5,21.0,29.0
82,42,123.5,568.0,17.0,30.0
82,43,285.0,62.5,20.0,27.0
82,44,81.0,204.5,20.0,27.0
82,45,414.0,547.0,20.0,26.0
82,46,254.5,221.0,19.0,22.0
82,47,247.5,346.5,17.0,23.0
82,48,246.0,291.0,20.0,26.0
82,49,557.5,198.5,21.0,25.0
82,50,597.0,417.0,26.0,30.0
82,51,437.5,556.5,21.0,21.0
82,52,244.0,271.0,22.0,26.0
82,53,412.0,415.5,24.0,27.0
82,54,258.5,194.0,19.0,20.0
82,55,280.0,327.0,20.0,22.0
82,56,270.0,568.5,20.0,25.0
82,57,36.0,152.0,22.0,28.0
82,58,609.5,467.0,19.0,26.0
82,59,605.0,349.5,14.0,23.0
82,60,436.5,583.0,23.0,28.0
83,0,348.0,440.5,82.0,97.0
83,1,235.0,177.0,54.0,56.0
83,2,364.5,418.0,19.0,22.0
83,3,343.0,360.0,22.0,34.0
83,4,483.0,224.0,18.0,24.0
83,5,234.5,514.5,25.0,31.0
83,6,356.0,311.5,24.0,25.0
83,7,550.0,477.5,20.0,21.0
83,8,311.0,199.5,22.0,23.0
83,9,373.0,441.5,18.0,21.0
83,10,418.5,110.0,21.0,28.0
83,11,234.5,169.5,21.0,25.0
83,12,110.0,276.0,24.0,26.0
83,13,101.0,248.0,20.0,26.0
83,14,88.0,68.0,42.0,44.0
83,15,249.5,132.0,25.0,30.0
83,16,434.0,81.0,28.0,30.0
83,17,382.0,138.0,26.0,32.0
83,18,318.0,419.0,22.0,30.0
83,19,540.0,22.0,18.0,30.0
83,20,556.5,45.5,21.0,29.0
83,21,277.5,15.0,19.0,22.0
83,22,208.0,211.5,32.0,33.0
83,23,81.5,67.5,35.0,31.0
83,24,396.0,189.0,20.0,30.0
83,25,195.0,584.0,22.0,28.0
83,26,213.5,274.0,23.0,18.0
83,27,261.0,367.0,20.0,22.0
83,28,51.0,399.5,26.0,33.0
83,29,402.0,540.5,38.0,43.0
83,30,261.5,99.0,17.0,24.0
83,31,20.5,201.5,25.0,25.0
83,32,274.5,106.0,27.0,22.0
83,33,132.5,608.5,21.0,31.0
83,34,377.0,294.0,18.0,20.0
83,35,516.5,316.5,23.0,29.0
83,36,536.5,172.0,19.0,22.0
83,37,612.0,67.0,18.0,28.0
83,38,565.5,122.5,17.0,25.0
83,39,154.0,323.0,24.0,30.0
83,40,553.5,146.0,19.0,24.0
83,41,275.0,159.0,20.0,30.0
83,42,248.0,346.5,18.0,23.0
83,43,124.0,567.5,18.0,29.0
83,44,284.5,63.0,21.0,28.0
83,45,414.0,547.0,20.0,26.0
83,46,81.0,204.5,20.0,27.0
83,47,558.0,198.5,22.0,25.0
83,48,246.0,292.0,20.0,26.0
83,49,437.5,557.0,21.0,20.0
83,50,243.5,272.0,23.0,26.0
83,51,597.5,414.5,27.0,31.0
83,52,251.0,222.5,20.0,25.0
83,53,258.0,194.5,20.0,21.0
83,54,214.5,283.5,23.0,19.0
83,55,410.5,418.5,23.0,25.0
83,56,283.5,323.0,21.0,22.0
83,57,435.0,582.0,22.0,28.0
83,58,605.5,355.0,15.0,24.0
83,59,609.5,473.0,15.0,24.0
83,60,269.5,579.5,19.0,25.0
83,61,35.5,149.0,21.0,28.0
84,0,347.5,440.5,81.0,97.0
84,1,235.5,178.0,55.0,56.0
84,2,364.5,418.0,19.0,22.0
84,3,343.0,360.0,22.0,34.0
84,4,483.0,224.0,18.0,24.0
84,5,418.5,110.0,21.0,28.0
84,6,234.5,515.0,25.0,30.0
84,7,356.0,311.5,24.0,25.0
84,8,88.5,68.5,43.0,43.0
84,9,311.0,199.5,22.0,23.0
84,10,549.5,477.5,19.0,21.0
84,11,434.0,80.5,28.0,31.0
84,12,249.0,132.0,24.0,30.0
84,13,372.5,441.0,19.0,22.0
84,14,110.0,276.0,24.0,26.0
84,15,101.0,248.0,20.0,26.0
84,16,382.0,138.0,26.0,32.0
84,17,277.5,15.0,19.0,22.0
84,18,318.0,419.0,22.0,30.0
84,19,234.5,170.0,21.0,24.0
84,20,540.0,22.0,18.0,30.0
84,21,81.5,67.5,35.0,31.0
84,22,195.0,584.0,22.0,28.0
84,23,556.5,45.5,21.0,29.0
84,24,213.5,274.0,23.0,18.0
84,25,395.5,189.0,21.0,30.0
84,26,402.0,540.0,38.0,42.0
84,27,50.0,399.0,26.0,34.0
84,28,260.5,367.0,21.0,22.0
84,29,208.0,211.0,32.0,32.0
84,30,261.5,99.0,17.0,24.0
84,31,132.5,608.5,21.0,31.0
84,32,20.5,201.5,25.0,27.0
84,33,516.0,316.0,24.0,30.0
84,34,274.5,106.0,27.0,22.0
84,35,536.5,172.0,19.0,22.0
84,36,377.0,294.0,18.0,20.0
84,37,612.0,67.0,18.0,28.0
84,38,565.5,122.5,17.0,25.0
84,39,154.0,323.0,24.0,30.0
84,40,274.5,159.0,21.0,30.0
84,41,553.5,146.0,19.0,24.0
84,42,438.0,557.0,20.0,20.0
84,43,413.5,547.5,19.0,25.0
84,44,123.0,568.0,18.0,30.0
84,45,247.5,347.0,17.0,24.0
84,46,284.0,63.0,22.0,28.0
84,47,80.5,203.5,21.0,27.0
84,48,246.0,291.0,20.0,26.0
84,49,244.0,227.0,18.0,22.0
84,50,556.5,197.5,21.0,25.0
84,51,287.5,323.0,19.0,20.0
84,52,596.0,417.0,26.0,30.0
84,53,244.5,272.0,23.0,26.0
84,54,407.0,415.0,24.0,26.0
84,55,258.0,194.5,20.0,21.0
84,56,255.0,222.0,18.0,22.0
84,57,431.5,583.0,21.0,26.0
84,58,31.5,148.5,21.0,27.0
84,59,606.0,356.5,18.0,25.0
84,60,615.5,473.5,21.0,29.0
84,61,138.0,635.0,22.0,10.0
85,0,348.0,440.5,82.0,97.0
85,1,235.0,178.0,54.0,56.0
85,2,364.5,418.0,19.0,22.0
85,3,343.0,359.5,22.0,35.0
85,4,311.0,199.5,22.0,23.0
85,5,248.5,132.0,25.0,30.0
85,6,549.5,478.0,19.0,20.0
85,7,482.5,224.0,17.0,24.0
85,8,356.0,311.5,24.0,25.0
85,9,372.5,441.5,19.0,21.0
85,10,433.5,81.0,27.0,30.0
85,11,234.5,515.0,25.0,30.0
85,12,101.0,248.0,20.0,26.0
85,13,234.5,169.5,21.0,25.0
85,14,418.5,109.5,21.0,27.0
85,15,88.5,69.0,43.0,44.0
85,16,277.0,15.0,18.0,22.0
85,17,109.5,276.0,23.0,26.0
85,18,540.0,22.0,18.0,30.0
85,19,317.5,419.0,21.0,30.0
85,20,556.5,45.5,21.0,29.0
85,21,395.5,188.5,21.0,31.0
85,22,382.0,138.0,26.0,32.0
85,23,213.0,273.5,22.0,17.0
85,24,260.0,367.0,20.0,20.0
85,25,207.5,211.0,31.0,34.0
85,26,195.0,584.0,22.0,28.0
85,27,261.5,98.5,17.0,23.0
85,28,81.5,67.5,35.0,31.0
85,29,401.5,540.0,37.0,42.0
85,30,132.5,608.5,21.0,31.0
85,31,275.0,106.0,26.0,22.0
85,32,536.5,172.0,19.0,22.0
85,33,20.5,201.5,25.0,25.0
85,34,516.0,315.5,24.0,29.0
85,35,50.5,398.5,25.0,33.0
85,36,377.0,294.0,18.0,20.0
85,37,153.5,323.0,23.0,30.0
85,38,612.0,67.0,18.0,28.0
85,39,247.5,346.0,17.0,24.0
85,40,565.5,122.5,17.0,25.0
85,41,275.0,159.5,20.0,29.0
85,42,408.0,420.5,24.0,27.0
85,43,553.5,146.0,19.0,24.0
85,44,81.0,204.5,20.0,27.0
85,45,124.0,567.5,18.0,29.0
85,46,413.5,547.5,19.0,25.0
85,47,284.5,62.0,21.0,28.0
85,48,246.0,292.0,20.0,26.0
85,49,247.5,235.0,19.0,24.0
85,50,555.5,197.5,21.0,25.0
85,51,255.5,220.0,17.0,20.0
85,52,243.5,272.5,23.0,25.0
85,53,437.0,557.0,20.0,20.0
85,54,596.0,416.5,26.0,29.0
85,55,214.5,283.5,23.0,19.0
85,56,259.0,192.5,18.0,21.0
85,57,28.0,146.0,20.0,26.0
85,58,288.5,316.5,19.0,23.0
85,59,623.0,479.5,22.0,27.0
85,60,260.5,578.5,17.0,23.0
85,61,138.5,634.5,21.0,11.0
85,62,426.0,589.0,22.0,26.0
86,0,347.5,440.5,81.0,97.0
86,1,235.0,177.0,56.0,56.0
86,2,364.0,418.0,18.0,22.0
86,3,343.0,360.5,22.0,35.0
86,4,311.0,199.5,22.0,23.0
86,5,550.0,478.0,20.0,20.0
86,6,483.0,224.0,18.0,24.0
86,7,101.0,248.0,20.0,26.0
86,8,317.5,419.0,21.0,30.0
86,9,249.0,132.0,24.0,30.0
86,10,418.5,110.0,21.0,28.0
86,11,434.0,80.5,28.0,31.0
86,12,234.5,168.5,21.0,25.0
86,13,234.5,515.0,25.0,30.0
86,14,88.0,68.5,42.0,43.0
86,15,356.0,311.5,24.0,25.0
86,16,277.0,15.0,18.0,22.0
86,17,260.0,368.0,20.0,20.0
86,18,556.5,45.5,21.0,29.0
86,19,381.5,138.5,25.0,33.0
86,20,395.5,188.0,21.0,30.0
86,21,109.5,276.0,25.0,26.0
86,22,372.5,441.5,19.0,21.0
86,23,81.5,67.0,35.0,32.0
86,24,540.0,21.5,18.0,31.0
86,25,213.0,274.0,22.0,18.0
86,26,207.0,211.0,32.0,34.0
86,27,194.5,584.5,21.0,27.0
86,28,50.5,400.5,27.0,35.0
86,29,516.0,315.5,24.0,29.0
86,30,132.5,608.5,21.0,31.0
86,31,153.0,324.0,24.0,30.0
86,32,261.5,99.0,17.0,24.0
86,33,20.5,201.0,25.0,26.0
86,34,401.5,540.0,37.0,42.0
86,35,376.5,293.5,17.0,19.0
86,36,536.0,172.0,18.0,22.0
86,37,565.5,122.5,17.0,25.0
86,38,275.0,106.0,26.0,22.0
86,39,612.0,68.0,18.0,28.0
86,40,80.5,204.0,21.0,28.0
86,41,413.5,546.5,19.0,25.0
86,42,553.5,146.0,19.0,24.0
86,43,275.0,158.5,20.0,29.0
86,44,123.0,568.5,18.0,29.0
86,45,255.5,220.0,17.0,20.0
86,46,284.0,61.5,22.0,29.0
86,47,246.5,346.0,19.0,24.0
86,48,556.0,197.0,22.0,26.0
86,49,595.5,416.0,25.0,30.0
86,50,246.0,292.0,20.0,26.0
86,51,438.5,556.5,21.0,21.0
86,52,255.5,241.0,19.0,24.0
86,53,293.5,308.5,19.0,21.0
86,54,244.0,272.0,22.0,26.0
86,55,409.5,420.0,23.0,26.0
86,56,396.0,416.0,22.0,24.0
86,57,258.0,193.5,18.0,21.0
86,58,250.5,579.5,19.0,23.0
86,59,420.0,593.0,24.0,28.0
86,60,621.0,489.0,20.0,26.0
86,61,21.0,148.5,20.0,25.0
87,0,347.0,440.5,80.0,97.0
87,1,235.0,177.0,56.0,56.0
87,2,364.0,418.0,18.0,22.0
87,3,550.0,478.5,20.0,21.0
87,4,311.0,199.5,22.0,23.0
87,5,343.0,360.5,22.0,35.0
87,6,483.0,224.0,18.0,24.0
87,7,234.5,168.5,21.0,25.0
87,8,249.0,132.0,24.0,30.0
87,9,317.5,419.5,23.0,31.0
87,10,434.0,80.5,28.0,31.0
87,11,101.0,248.0,20.0,26.0
87,12,277.0,15.0,18.0,22.0
87,13,418.5,110.0,21.0,28.0
87,14,88.5,68.5,43.0,43.0
87,15,260.0,368.5,20.0,21.0
87,16,373.0,441.5,18.0,21.0
87,17,234.5,515.0,25.0,30.0
87,18,382.0,138.5,26.0,33.0
87,19,356.0,311.5,24.0,25.0
87,20,395.5,188.0,21.0,30.0
87,21,556.5,45.5,21.0,29.0
87,22,109.0,276.0,24.0,26.0
87,23,213.0,274.0,22.0,18.0
87,24,80.5,67.0,35.0,32.0
87,25,540.0,21.5,18.0,31.0
87,26,50.5,400.5,27.0,35.0
87,27,194.5,584.5,21.0,27.0
87,28,207.0,211.0,32.0,34.0
87,29,401.5,539.0,37.0,42.0
87,30,516.0,315.5,24.0,29.0
87,31,261.5,99.0,17.0,24.0
